"Characterqid","Character","ABZ","AKS","ATU1","DP","ELLES","Ebs","FOS","HZL","KWU","LAK","LEC","Labat","MesZL","OAK","PI","Pea","REC","RSP","SEH","UET2","ZATU","ABZL","ŠL/HA","Char image"
"Q87555938","𒇓  CUNEIFORM SIGN LAGAB TIMES KUL PLUS HI PLUS A (U+121D3)","","","","","","","[p 582]","","","","","488","762","","","","","","","","","","488","   "
"Q87555940","𒇔  CUNEIFORM SIGN LAGAB TIMES LAGAB (U+121D4)","529","","","","","","[p 953]","","861","LAK-767","255","529v2","804","","","","","230*","","","397","","529v2","   "
"Q87555942","𒇕  CUNEIFORM SIGN LAGAB TIMES LISH (U+121D5)","486,1; 503","","","","","","[p 947]","","","","","503","782","","","","","","","","","","503","   "
"Q87555944","𒇖  CUNEIFORM SIGN LAGAB TIMES LU (U+121D6)","518","","","","","","[p 950]","","","","","518","793","","","","","","","","","","518","   "
"Q87555946","𒇗  CUNEIFORM SIGN LAGAB TIMES LUL (U+121D7)","502","","","","","","[p 947]","","","","","502","777","","","","","","","","","","502","   "
"Q87555948","𒇘  CUNEIFORM SIGN LAGAB TIMES ME (U+121D8)","516","","","","","","[p 950]","","","","","516","791","","","","","","","","","","516","   "
"Q87555950","𒇙  CUNEIFORM SIGN LAGAB TIMES ME PLUS EN (U+121D9)","517","","","","","","[p 950]","","","","","517","792","","","","","","","","","","517","   "
"Q87555952","𒇚  CUNEIFORM SIGN LAGAB TIMES MUSH (U+121DA)","507","","","","","","947","","","","","507","780","","","","","","","","","","507","   "
"Q87555953","𒇛  CUNEIFORM SIGN LAGAB TIMES NE (U+121DB)","495","","","","","","[p 945]","","","","","495","768","","","","","","","","","","495","   "
"Q87555956","𒇜  CUNEIFORM SIGN LAGAB TIMES SHE PLUS SUM (U+121DC)","491,6; 492","","","","","","[p 947]","","","","","492","779","","","","","","","","","","492","   "
"Q87555958","𒇝  CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH PLUS ERIN2 (U+121DD)","","","","","","","","","","","","497n","771","","","","","","","","","","497n","  "
"Q87555960","𒇞  CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH TENU (U+121DE)","","","","","","","","","","","","497","771","","","","","","","","","","497","  "
"Q87555962","𒇟  CUNEIFORM SIGN LAGAB TIMES SHU2 (U+121DF)","520","","","","","","[p 951]","","889","","","520","802","","","","","","","","","","520","  "
"Q87555963","𒇠  CUNEIFORM SIGN LAGAB TIMES SHU2 PLUS SHU2 (U+121E0)","521","","","","","","[p 952]","","","","","521","803","","","","","","","","","","521","  "
"Q87555965","𒇡  CUNEIFORM SIGN LAGAB TIMES SUM (U+121E1)","491","281","","","383","","941f","181","885","LAK-783","281","491","767","281","","","","268*","","","616","413","491","      "
"Q87555967","𒇢  CUNEIFORM SIGN LAGAB TIMES TAG (U+121E2)","","","","","","","","","","","","483","755","","","","","","","","","","",""
"Q87555968","𒇣  CUNEIFORM SIGN LAGAB TIMES TAK4 (U+121E3)","485","","","","","","[p 939]","","","","","485","759","","","","","","","","","","485","  "
"Q87555970","𒇤  CUNEIFORM SIGN LAGAB TIMES TE PLUS A PLUS SU PLUS NA (U+121E4)","","","","","","","31070 [p 947]","","","","","508","781","","","","","","","","","","508","  "
"Q87555973","𒇥  CUNEIFORM SIGN LAGAB TIMES U (U+121E5)","511","283","","","","","[p 948f]","180","887","LAK-771","284","511","786","283","","","","259","","267","","410","511","     "
"Q87555975","𒇦  CUNEIFORM SIGN LAGAB TIMES U PLUS A (U+121E6)","512","","","","","","[p 949]","","","","284-a","512","787","","","","","","","","","412","512","  "
"Q87555977","𒇧  CUNEIFORM SIGN LAGAB TIMES U PLUS U PLUS U (U+121E7)","515","284","","","","","[p 949f]","","","","284-b","515","788","","","","","","","","","411","515","   "
"Q87555978","𒇨  CUNEIFORM SIGN LAGAB TIMES U2 PLUS ASH (U+121E8)","499","","","","","","[p 945]","","","","","499","774","","","","","","","","","438","499v","  "
"Q87555980","𒇩  CUNEIFORM SIGN LAGAB TIMES UD (U+121E9)","505","","","","","","[p 948]","","","","","505","783","","","","","","","","","","505","  "
"Q87555982","𒇪  CUNEIFORM SIGN LAGAB TIMES USH (U+121EA)","","","","","","","","","","","","495a","770","","","","","","","","","","495a","  "
"Q87555984","𒇫  CUNEIFORM SIGN LAGAB SQUARED (U+121EB)","530","","","","","","","","","","","530","805","","","","","","","","","","530","  "
"Q87555985","𒇬  CUNEIFORM SIGN LAGAR (U+121EC)","458","","516","","176","[l 38]","[p 896]","186","431","LAK-306","204","458","719","","","","","140","","","323","308","458","        "
"Q87555987","𒇭  CUNEIFORM SIGN LAGAR TIMES SHE (U+121ED)","460","","","","","","[p 900]","","411","LAK-303","206","460","722","","","[l 163]","","146","","","","307","460v","  "
"Q87555989","𒇮  CUNEIFORM SIGN LAGAR TIMES SHE PLUS SUM (U+121EE)","460","","","","","","","","","","","460n","723","","","","","","","","","","460n","  "
"Q87555990","𒇯  CUNEIFORM SIGN LAGAR GUNU (U+121EF)","459","268","","105,III","174","[l 23]","[p 896-900]","211","412","LAK-302 / LAK-301","","459a","721","","208 / 207","","233","144","","219","83","311","459a","        "
"Q87555993","𒇰  CUNEIFORM SIGN LAGAR GUNU OVER LAGAR GUNU SHE (U+121F0)","","","","","","","","","","","205","459","","","","","","","","","","335","459an2",""
"Q87555996","𒇱  CUNEIFORM SIGN LAHSHU (U+121F1)","","","","","229","","","","","LAK-442","","","","","","","","333","","","","","",""
"Q87555998","𒇲  CUNEIFORM SIGN LAL (U+121F2)","481","277","","280,I","370","","[p 931f]","358","654","LAK-756","110","481","750","277","","","","40","481","292","307","391","481","       "
"Q87556000","𒇳  CUNEIFORM SIGN LAL TIMES LAL (U+121F3)","482","278","847","158,X","371","","[p 933]","362","662","LAK-760","129","482","751","","411 / 235","","444","41","482","","325","","482","      "
"Q87556001","𒇴  CUNEIFORM SIGN LAM (U+121F4)","435","254","191b / 190b","","112","[l 134]","[p 845-849]","306","353","LAK-189","165","435","693","254","185b","","","184","435","120","328","244","435","         "
"Q87556003","𒇵  CUNEIFORM SIGN LAM TIMES KUR (U+121F5)","436","254a","","","113","","[p 849]","","","LAK-190","166","436","694","","","","131","","","121","329","","436","   "
"Q87556005","𒇶  CUNEIFORM SIGN LAM TIMES KUR PLUS RU (U+121F6)","436,4","","","","","","","","","","","436,4","694","","","","","","","","35","","",""
"Q87556007","𒇷  CUNEIFORM SIGN LI (U+121F7)","59","31","","","120","","[p 112-120]","343","324","LAK-206","187","059","85","31","","[l 681ff]","","445","59","131","330","381","059","          "
"Q87556009","𒇸  CUNEIFORM SIGN LIL (U+121F8)","336","188","","135,X","","","[p 673-675]","127","147","LAK-208","322","336","544","","","","56","127*","","","","091","336","    "
"Q87556011","𒇹  CUNEIFORM SIGN LIMMU2 (U+121F9)","124","91","","","","","[p 289]","","","LAK-091","","124","215","","","[l 170]","","","","","","110","124_42","  "
"Q87556012","𒇺  CUNEIFORM SIGN LISH (U+121FA)","377","220","","51,II","","","[p 762]","286","339","LAK-279","155","377","591","","122","","","46*","","","331","232","377","     "
"Q87556014","𒇻  CUNEIFORM SIGN LU (U+121FB)","537","292","","","378","","[p 967-970]","210","891","LAK-775","258","537","812","292","242","","454","260*","537","272","575","416","537","        "
"Q87556017","𒇼  CUNEIFORM SIGN LU TIMES BAD (U+121FC)","537,65c; 537*","","","","","","[p 911]","","871","","","537","814","","","[l 64]","","","","","","","537_65c; 537x","  "
"Q87556019","𒇽  CUNEIFORM SIGN LU2 (U+121FD)","330","180","","","188","","[p 631-637]","78","80","LAK-337","118","330","514","180","","","289","396","330","236","332","253","330","        "
"Q87556020","𒇾  CUNEIFORM SIGN LU2 TIMES AL (U+121FE)","","","","","","","","","","","","330","523","","","","","","","","","","330_7an1","  "
"Q87556023","𒇿  CUNEIFORM SIGN LU2 TIMES BAD (U+121FF)","","","","","","","","","82","LAK-344","","330_6","517","","","","291","397","","237","20","256","330_6","  "
"Q87556025","𒈀  CUNEIFORM SIGN LU2 TIMES ESH2 (U+12200)","","","","","","","","","","","","330_7c","","","","","","","","","","259","330_7c",""
"Q87556027","𒈁  CUNEIFORM SIGN LU2 TIMES ESH2 TENU (U+12201)","","","","","","","","","","","","330","531","","","","","","","","","","330_7cn","  "
"Q87556029","𒈂  CUNEIFORM SIGN LU2 TIMES GAN2 TENU (U+12202)","","","","","","","","","","","","330_7","521","","","","","","","","","258","330_7","  "
"Q87556032","𒈃  CUNEIFORM SIGN LU2 TIMES HI TIMES BAD (U+12203)","","","","","","","","","","","","330","525","","","","","","","","","","330_7an3v","  "
"Q87556034","𒈄  CUNEIFORM SIGN LU2 TIMES IM (U+12204)","","","","","","","","","","","","330","526","","","","","","","","","","330_7an2","  "
"Q87556036","𒈅  CUNEIFORM SIGN LU2 TIMES KAD2 (U+12205)","","","","","","","","","","","","330","519","","","","","","","","","","330_0n","  "
"Q87556038","𒈆  CUNEIFORM SIGN LU2 TIMES KAD3 (U+12206)","","","","","","","21013 [p 638]","","","","","330_4","520","","","","","","","","","","330_4n","  "
"Q87556039","𒈇  CUNEIFORM SIGN LU2 TIMES KAD3 PLUS ASH (U+12207)","","","","","","","","","","","","330","514","","","","","","","","","","",""
"Q87556041","𒈈  CUNEIFORM SIGN LU2 TIMES KI (U+12208)","","","","","","","","","","","","330","527","","","","","","","","","","330_7an4","  "
"Q87556044","𒈉  CUNEIFORM SIGN LU2 TIMES LA PLUS ASH (U+12209)","","","","","","","","","","","","330","514","","","","","","","","","","",""
"Q87556046","𒈊  CUNEIFORM SIGN LU2 TIMES LAGAB (U+1220A)","","","","","","","","","","","","330_7b","528","","","","","","","","","","330_7b","  "
"Q87556047","𒈋  CUNEIFORM SIGN LU2 TIMES ME PLUS EN (U+1220B)","","","","","","","","","","","","330","527'","","","","","","","","","","330_7bn",""
"Q87556049","𒈌  CUNEIFORM SIGN LU2 TIMES NE (U+1220C)","","","","","","","","","","","","330","522","","","","","","","","","257","330_7a","  "
"Q87556051","𒈍  CUNEIFORM SIGN LU2 TIMES NU (U+1220D)","","","","","","","","","","","","330","514","","","","","","","","","","",""
"Q87556053","𒈎  CUNEIFORM SIGN LU2 TIMES SI PLUS ASH (U+1220E)","","","","","","","","","","","","330","514","","","","","","","","","","",""
"Q87556054","𒈏  CUNEIFORM SIGN LU2 TIMES SIK2 PLUS BU (U+1220F)","","","","","","","","","","","","330","533","","","","","","","","","","330_7dn","  "
"Q87556056","𒈐  CUNEIFORM SIGN LU2 TIMES TUG2 (U+12210)","","","","","","","","","","","","330","530","","","","","","","","","","330_7c",""
"Q87556058","𒈑  CUNEIFORM SIGN LU2 TENU (U+12211)","","","","","","","","","","","","330","515","","","","","","","","","","330_0","  "
"Q87556061","𒈒  CUNEIFORM SIGN LU2 CROSSING LU2 (U+12212)","","","","","","","","","","","","330_60","514","","","","","","","","","","330_60v","  "
"Q87556063","𒈓  CUNEIFORM SIGN LU2 OPPOSING LU2 (U+12213)","","","","","","","","","","","","330_60","","","","","","","","","","255","330_60",""
"Q87556065","𒈔  CUNEIFORM SIGN LU2 SQUARED (U+12214)","","","","","","","","","","","","330_60","514","","","","","","","","","","330_60n2","  "
"Q87556068","𒈕  CUNEIFORM SIGN LU2 SHESHIG (U+12215)","330","","","","","[l 88]","[p 637f]","","81","","","330_8","516, 534","","","","290","398","","","","","330_8n","  "
"Q87556070","𒈖  CUNEIFORM SIGN LU3 (U+12216)","345","196","","","386","","[p 690f]","221 / 220","293","LAK-790","98","345","555","196","246","","","257","","288","237","216","345","     "
"Q87556071","𒈗  CUNEIFORM SIGN LUGAL (U+12217)","151","112","","212,IV","094","","[p 361-375]","115","313","LAK-165","81","151","266","112","","","99","130","","","334","221a","151","       "
"Q87556073","𒈘  CUNEIFORM SIGN LUGAL OVER LUGAL (U+12218)","","","","","","","","","","","","151","","","","","","","","","","","151vn",""
"Q87556076","𒈙  CUNEIFORM SIGN LUGAL OPPOSING LUGAL (U+12219)","","","","","","","","","","","","151","268","","","","","","","","","","151v","  "
"Q87556078","𒈚  CUNEIFORM SIGN LUGAL SHESHIG (U+1221A)","","","","","","","","","","LAK-166","","","","","","","","","","","","","",""
"Q87556079","𒈛  CUNEIFORM SIGN LUH (U+1221B)","321","172","320","","096","[l 90]","[p 598-601]","198","321","LAK-168","82","321","494","172","98","","102","131","321","92","492","196","321","         "
"Q87556081","𒈜  CUNEIFORM SIGN LUL (U+1221C)","355","207","","","136","","[p 718-723]","351 / 19","455","LAK-242 / LAK-243","245","355","570","207","","","","468","","160","390","296","355","        "
"Q87556083","𒈝  CUNEIFORM SIGN LUM (U+1221D)","565","307","","40,III","114","","[p 1019-1023]","310","354","LAK-194","167","565","900","307","148 / 147","","135","138","","123","335","248","565","        "
"Q87556085","𒈞  CUNEIFORM SIGN LUM OVER LUM (U+1221E)","565a; 566a","","","","","","[p 1024]","","358","","","","902","","","","","","","","","","565a; 566a","  "
"Q87556087","𒈟  CUNEIFORM SIGN LUM OVER LUM GAR OVER GAR (U+1221F)","566b","","","","","","","","","","","566b","904","","","","","","","","","","566b","  "
"Q87556088","𒈠  CUNEIFORM SIGN MA (U+12220)","342","193","229","","019","","[p 680-683]","208","98","LAK-034","5","342","552","193","8 / 2","","19","289","342","28","336","166","342","        "
"Q87556090","𒈡  CUNEIFORM SIGN MA TIMES TAK4 (U+12221)","","","","","","","","","","","","342","552","","","","","","","","","","",""
"Q87556093","𒈢  CUNEIFORM SIGN MA GUNU (U+12222)","146","","230","","020","","[p 348]","219","292","LAK-035","371","146","270","","9 / 3","[l 271]","","290","","","338","218","146","   "
"Q87556095","𒈣  CUNEIFORM SIGN MA2 (U+12223)","122","88","216 / 219 / 217","","282","","[p 282-284]","87","97","LAK-529","50","122","201","88","","","","294","122","","339","050","122","       "
"Q87556097","𒈤  CUNEIFORM SIGN MAH (U+12224)","57","29","650 / 649","","","","[p 97-104]","10","91","LAK-057","32","057","91","29","","[l 451]","","368","57","","341","006","057","          "
"Q87556098","𒈥  CUNEIFORM SIGN MAR (U+12225)","307","162","593a / 592b","461,III","070","","[p 550f]","191","183","LAK-126","40","307","483","162","363a","[l 820]","77","115","307","78","352","144","307","        "
"Q87556100","𒈦  CUNEIFORM SIGN MASH (U+12226)","74","47","234","45,I","027","","[p 157]","20","107","LAK-042","3","074","120","47","35","[l 115ff]","29","47 / 19","74","45","355","029","074","      "
"Q87556102","𒈧  CUNEIFORM SIGN MASH2 (U+12227)","76","50","","","028","","[p 163f]","38","107","LAK-043","174","076","130","50","4","","32","","76","46","357","031","076","        "
"Q87556104","𒈨  CUNEIFORM SIGN ME (U+12228)","532","287","487 / 509","","366","","[p 954]","357","667","LAK-750","111","532","753","287","314","","","45*","532","289","358","392","532","        "
"Q87556105","𒈩  CUNEIFORM SIGN MES (U+12229)","533","168","504 / 505","","071","[l 21]","[p 579-582]","112","","LAK-606","299","314","486","","","","363","277","","","361","112a","314","       "
"Q87556107","𒈪  CUNEIFORM SIGN MI (U+1222A)","427","248","207","","213","","[p 835-837]","267","506","LAK-391","342","427","681","248","212","[l 535]","262","120","427","173","213","348","427","       "
"Q87556110","𒈫  CUNEIFORM SIGN MIN (U+1222B)","570","308a","","484,I","","","[p 1060]","361","","LAK-417","386","570","825","","","","","39","570","","","465","570","       "
"Q87556112","𒈬  CUNEIFORM SIGN MU (U+1222C)","61","35","118","","008","","[p 123-127]","17","48","LAK-014","61","061","98","35","26","[l 171ff]","","438","61","26","363","020","061","        "
"Q87556114","𒈭  CUNEIFORM SIGN MU OVER MU (U+1222D)","169","119","","","","","[p 407-409]","171","49","LAK-015","62","169","301","","45","[l 175]","59","439*","169","","66","142","169","       "
"Q87556115","𒈮  CUNEIFORM SIGN MUG (U+1222E)","3","3","","","029","","[p 2]","22","84","LAK-048","22","003 [p 43]","12","3","","[l 791]","","168","3","","","012","003","      "
"Q87556117","𒈯  CUNEIFORM SIGN MUG GUNU (U+1222F)","4","","","","","[l 43]","[p 3]","","","","23","004 [p 43]","13","","","","","169","","55","614","011","004","   "
"Q87556119","𒈰  CUNEIFORM SIGN MUNSUB (U+12230)","543","","","","329","[l 60]","[p 987]","","","LAK-672b","132-a","543","820","","","","","","","","369","397","543","  "
